,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,CMD_r_squared,CMD_slope,Color,Con,DRW_mean,DRW_sigma,DRW_tau,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,KDE_bandwidth,KD_amp_0,KD_amp_1,KD_ecc_0,KD_ecc_1,KD_fit_sqresid,KD_major_std_0,KD_major_std_1,KD_theta_0,KD_theta_1,KD_xmean_0,KD_xmean_1,KD_ymean_0,KD_ymean_1,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,Name,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32,cDRW_mean,cDRW_sigma,cDRW_tau
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J04434290-6746555al,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03549999999999898,0.9999999827740319,1.0,0.24642857142857144,,,,-4.204241528626973e-05,1.232580914896108,-0.18164285714285988,0.0,nan,nan,nan,65258106.76294865,93262558.69155408,0.16363636363633838,0.25454545454544397,0.38181818181816596,0.5090909090908879,0.7636363636363642,0.009891018588058709,0.003325371496819448,0.004433734768574403,0.004177835403025699,0.0,-2.107729036601621,0.38613589886947075,0.17238567957433015,0.007214125167732383,0.0037041449722287367,0.001322685212255871,0.0022509836246263314,0.0,0.5989767991288527,0.7714928792952821,0.2147923929460047,0.0060834526016930405,0.002388649582455964,0.002579529233517858,0.00196157732922237,0.0,-0.3980708792014451,2.285416005031302,1.9855430065213837,-0.01600000000000179,0.013525252525252204,319.9523268758743,3.7826697606304815,0.7510587705953081,0.6332988530722223,11.994935631180518,0.027002570513670898,0.0650468065887617,0.5007962559423587,3.141592653589793,-0.17970016638483507,-0.270999999999999,9.724920090388865,9.67844195907993,1.645799623903378e-06,369.1776015025723,9.723239285714284,0.0018541809086727444,0.009999999999999787,0.6571428571428571,J04434290-6746555ne,-0.03333333333333333,0.009974293059125916,0.005655526992287889,0.13050363447676955,9.538704368877733e-05,0.15446648830302942,1.64167995840624,0.02099999999999902,0.030999999999998806,0.13587716489274426,-1.1328767300773026,0.00012735999916912988,4.255350718375237,0.018028644654028238,0.22602147589410113,0.7519948473381108,0.9999999999999999,0.1088683323681582,1.652015958285052,2.13607487452116,1.357166460456394,nan,nan,nan
0,0.06099999999999994,0.9999999999999798,1.0,0.14444444444444443,,,,0.08583067157903335,1.6287820513782694,-0.16736666666666622,0.0,nan,nan,nan,45545591.999919765,106006015.69291922,0.08256880733945268,0.1743119266055058,0.25688073394494215,0.43119266055044797,0.5596330275229353,0.018453545709862254,0.00981517987060509,0.007023479139729836,0.005382249382588144,0.0,0.6889443594332625,0.051223930841465114,0.9508095718140085,0.01117353873535033,0.002223781987051933,0.002138084761035277,0.005481230750781326,0.0,-1.801422932960906,0.37126751723020934,1.0666557412100728,0.010205760609531583,0.005100466730573264,0.006102233243160465,0.0004198620933797264,0.0,-2.0271736209559306,-0.38931013538652914,-0.8361305668854959,0.0779999999999994,0.0291717171717171,96.88204492266432,3.9551747651273654,0.695885555497056,0.0,2.8865783786690895,0.04774692361107838,0.001,0.5376102504486207,3.141592653589793,-0.17166031898825831,-0.13510727920118326,9.699543674296903,9.845,0.00010945726923363333,1312.500077920744,9.707455555555557,0.003117763545238,0.013999999999999346,0.5555555555555556,J04455346-6733102al,0.16666666666666666,0.014843830532934761,0.011235955056179773,0.04423492925597534,0.9769427600518286,0.1563526386123552,1.7212655357017626,0.027999999999998693,0.04300000000000059,0.2316735744844682,1.9258741619869786,0.00012799999967683107,5.537287060954123,0.030265551048129214,0.18062938501655038,0.7153916721679797,1.0,0.1551563978053564,1.5008948629272494,1.6993727015500983,1.1998352543596984,nan,nan,nan
0,0.03300000000000036,0.9999984911698137,1.0,0.264026402640264,,,,-0.1255118379814948,1.9843936013993497,-0.17235643564356273,0.0,nan,nan,nan,178548146.7374559,210945776.7216359,0.1372549019607775,0.254901960784311,0.3725490196078445,0.5294117647058659,0.764705882352933,0.0076573549572792245,0.0027703790675184387,0.000697368861916747,0.0016209543268069701,0.0,-1.5974987064674697,-1.4853569936090962,-0.635774624436284,0.005240368561297631,0.003303315681466603,0.0010654582009759573,0.0018465284354082635,0.0,-0.8101930825442774,0.8307327879021693,-0.2740173973059222,0.004637468256175797,0.00011780362163531156,0.0017206595922206315,0.002059330829633813,0.0,0.17355973089131166,0.6805007683232693,-1.6170342650483833,-0.008500000000001506,0.014181818181817518,285.1751672404733,-0.0006070289931146302,0.7748506945874926,0.0,7.3494620257409,0.029166754429768817,0.001,0.40946996532591945,3.141592653589793,-0.17313363563648132,-0.14203904030893805,9.710785202183061,9.621,7.128999166426229e-07,463.4357125245116,9.710046204620463,0.0017546220786913067,0.009999999999999787,0.6996699669966997,J04455346-6733102ne,0.03333333333333333,0.009267840593141783,0.005251776336113702,0.13004885064617805,0.003364855455627568,0.10655019854588235,1.9692897381083057,0.017999999999998906,0.030999999999997918,0.1646754048075032,-0.5353971210123579,0.00012735999916912988,3.5025215380858197,0.01703746145573979,0.10173304079835437,0.7461888540405368,0.9999999999999998,0.08040897470992987,1.701297878309304,2.2451023964681096,1.3912880775402057,nan,nan,nan
0,0.06050000000000022,0.9999999999999998,1.0,0.19540229885057472,,,,0.11691521280975681,2.017818065965198,-0.043908045977008925,0.0,nan,nan,nan,20088919.433039792,31342847.159536667,0.08000000000000923,0.1799999999999897,0.3200000000000014,0.41999999999999965,0.7300000000000065,0.016909258000514925,0.0032744286826444976,0.005510304424874432,0.0045302758094928385,0.0,0.15604542257625714,0.2165230433685054,-0.2672766428886628,0.013400158169401868,0.0012605993301437572,0.008848240891551428,0.0028347663779502547,0.0,-0.36448983202931495,-0.06790701555874867,2.0279267758523982,0.021912519458062808,0.009931770180560377,0.009181854291103483,0.0124599539257201,0.0,0.10895570851810632,-2.747820636088317,-2.1676980366862058,0.07000000000000028,0.015040404040403715,147.30794378439836,-0.03808998250663651,0.8715917572825407,0.0,60.436622981773326,0.04463705040243758,0.001,0.18379421426070747,0.0,-0.04871764582788497,-0.13957052886825033,9.120349411890555,9.192302819303862,0.00012308379407514588,440.94488418720044,9.129988505747129,0.0031960801716756945,0.012000000000000455,0.6091954022988506,J04462599-6950186al,-0.16666666666666666,0.012388992435039967,0.010963710119504401,0.04366423147677058,0.9999941941986955,0.1669030509115904,2.063309383350525,0.031000000000000583,0.0649999999999995,0.201127616515008,1.4601943731447786,0.13217599999916274,2.6124235874313784,0.0291801752308454,-0.017645460509023072,0.743261403543689,0.7281805532332656,-0.014767868289730788,1.60628335591278,1.9362516336332471,1.2725989060430791,nan,nan,nan
0,0.033500000000000085,0.9999999646438525,1.0,0.26153846153846155,,,,0.13373630398486414,1.3545914343365932,-0.03894461538461691,0.0,nan,nan,nan,145971045.46378633,172784379.6005879,0.11999999999996731,0.24000000000000568,0.359999999999973,0.519999999999953,0.8199999999999957,0.005170280062496911,0.0026692538409328805,0.0015985509037376084,0.0027227731618171217,0.0,-2.3202776768777507,-2.382231636549961,-2.5129471806136,0.004602668489385317,0.000996945217639989,0.0016822438644358896,0.0014696622935793408,0.0,1.5851734594073361,1.2221374009615629,-0.33205892282592203,0.004426285513577764,0.0013840665248911073,0.002017226689353402,0.0007134586256839575,0.0,0.6436133032411361,-1.2504228438721636,-0.5469921898623644,-0.01600000000000179,0.007585858585858349,574.123184465121,-63.45981159251196,0.8244581850420023,0.9807506157890438,117.79818012939575,0.021311128262582538,0.005121258286940435,0.5755701763966367,1.5707963267948966,-0.03768663979588677,-0.04655171212821085,9.130771897441033,9.112650191110191,-8.55770488108448e-07,635.9924664606365,9.129169230769229,0.0017600199807304223,0.008999999999998565,0.563076923076923,J04462599-6950186ne,0.1,0.0072289156626506815,0.005476451259583867,0.0811342096862401,0.9994325842303231,0.106662309399077,1.958490856337042,0.017999999999998906,0.025000000000000355,0.054471313625039895,-0.6356059674070906,0.00012735999916912988,1.5217489591064322,0.01606752025362322,0.1540075568182696,0.7499153330482196,1.0,0.09145892599505148,1.6813132710059098,2.2302255405139406,1.3543121189080225,nan,nan,nan
0,0.05449999999999999,0.9999426993641409,1.0,0.225,,,,0.267196755196658,1.789136464309425,-0.03649999999999842,0.0,nan,nan,nan,19479453.073443245,82036173.16518453,0.09803921568627212,0.18627450980392224,0.31372549019607776,0.4313725490195938,0.735294117647067,0.01446263419504077,0.00491200296936564,0.0016409424910508422,0.003695705517861396,0.0,1.2896481197800802,-0.215858005573843,1.7829157414701455,0.014069375214312257,0.0015191604118058673,0.005568543927740537,0.0062479536168260465,0.0,-2.1221449441571902,-2.187888118480837,-2.061717675462254,0.716863389496921,20.360399781702984,0.2390647607342299,5.092091384721477,0.0,1.5628376743288868,-0.05272741419666237,1.528514820631827,0.022999999999999687,0.01800000000000014,149.4083788834467,25.753416643873198,0.5950140717230014,0.7910574923018945,92.6408312399037,0.0278919441686569,0.06722060250869799,0.0,3.141592653589793,-0.029897075714905647,-0.08124555678143902,9.596889609499284,9.56984851513325,4.386155629001047e-05,755.9055157494985,9.5981,0.0029171789201013175,0.015000000000000568,0.5125,J04463462-6704279al,0.03333333333333333,0.010630536737884347,0.010630536737884347,0.05783284059960118,1.0,0.12607424276003554,2.376123255954586,0.028250000000001663,0.04624999999999968,0.14513716827652992,0.7952557176046247,0.00012799999967683107,1.5720266962840594,0.02799937499302446,-0.11042019255339881,0.7497541473164769,1.0,-0.071300428150716,1.3525856771928666,1.2367472793642054,0.9600524511574063,nan,nan,nan
0,0.031000000000000583,0.9999999999303093,1.0,0.24187725631768953,,,,-0.06846268948979373,1.7626991600747248,-0.03341155234656945,0.0,nan,nan,nan,89301381.11929,273374769.5796383,0.1458333333333264,0.22916666666668747,0.3333333333333333,0.4999999999999815,0.7083333333333102,0.005917559075041348,0.003282929702670117,0.002712431038736283,0.002707001594003999,0.0,1.622571992326769,0.9085639125965569,2.265484923685602,0.005438211666244046,0.0021821331798035685,0.00048333935440505614,0.002351179740427887,0.0,-1.6932958062736931,-0.7435532070049857,-1.7335281093979793,0.005246806111531192,0.0018274885509206938,0.0026960663356234227,0.0007867817468692436,0.0,0.9789381007901412,-1.1089025363817424,0.7754416379716311,-0.015000000000000568,0.014656565656566006,344.94782122954456,3.3844611567671663,0.7141169723278294,0.0,6.03785009725839,0.025231912992011617,0.001,0.4587093804520323,3.141592653589793,-0.03308542622161425,-0.11800000000000033,9.602041633719013,9.522,3.406722681108234e-07,557.6938235464509,9.601227436823105,0.001618246608125156,0.008000000000000895,0.6931407942238267,J04463462-6704279ne,-0.03333333333333333,0.008331597583836708,0.004998958550302025,0.2692663785481818,0.6887309226072427,0.09305035019632267,1.7804421968092732,0.016000000000000014,0.02499999999999858,0.06536172665327916,-0.8599898558396558,0.00012738000077661127,3.7507059521135786,0.015537153733477176,0.11236821272634447,0.746162564404797,0.9999999999999998,0.06718599176802187,1.7079331263437467,2.2997540607575644,1.4331385900679023,nan,nan,nan
0,0.059499999999999886,0.9999999999909848,1.0,0.19318181818181818,,,,0.33255439476043125,1.1819061429277902,-0.17979545454545587,0.0,nan,nan,nan,23341748.338749934,19825750.314379755,0.09523809523809443,0.19999999999999324,0.333333333333339,0.4761904761904891,0.6380952380952479,0.017899996538508028,0.0055763114178058355,0.004469028277704104,0.01039959996655569,0.0,-0.9971294449128365,-0.5944331657181274,-2.6148173501817427,0.01622719416077473,0.0031666256637958453,0.002394375379212844,0.004258082442304901,0.0,1.6996734574239152,0.5612474818593994,0.1762837076405802,0.015046227365273189,0.005407680080729218,0.003936118469251449,0.0029830669735187573,0.0,2.021027663231574,0.7176056682065174,0.5532398857928609,0.10200000000000031,0.029909090909091607,92.33243452145676,-2.484986159741854,0.7167380808091981,0.999999499999875,2.927133718507111,0.049052382881273275,1.0,0.5930739428964511,1.5707963267948966,-0.1816163105768723,-0.15026561668531715,9.494798592435043,9.654,9.062799995302325e-05,551.181105234011,9.502102272727273,0.003548168782090319,0.018000000000000682,0.5454545454545454,J04464044-6711098al,-0.03333333333333333,0.01631750710601109,0.011053795136329998,0.0665496137220895,0.9999999999996552,0.21107325870119092,1.8378177674818947,0.03375000000000128,0.04500000000000037,0.195726027802143,2.0466971412870367,0.0001269999993382953,6.961937317962446,0.03371506264832038,0.09387937115367227,0.6864039204673701,0.9999999999999998,0.03737214841018098,1.0943797555499142,0.9269446660586635,0.9771778161519998,nan,nan,nan
0,0.03300000000000036,0.9999998776894615,1.0,0.2604166666666667,,,,0.10897417627441419,1.5005357914565265,-0.17653125000000003,0.0,nan,nan,nan,79498747.83332981,195516482.43554097,0.14545454545453018,0.2545454545454763,0.36363636363639007,0.5090909090909203,0.7636363636363965,0.00938624461201612,0.002649338695451866,0.00046855287149897803,0.0004468679383797257,0.0,-2.4060531324442405,-0.32351201474508806,-1.3300887655215983,0.006491617456916757,0.0022690027622017566,0.0022489195446698,0.0032287025037999054,0.0,-0.25421972341374294,-0.4956866033379474,-0.7845657271948423,0.0058114264030663014,0.002633037664346527,0.002270534463285419,0.003497694620876056,0.0,1.119013511062624,-0.07431769717215131,0.3251439172108368,-0.0030000000000001137,0.012303030303030746,340.52052608846174,1.4034800037036474,0.7542523514473487,0.999999499999875,11.504027028957502,0.026144883534817486,1.0,0.4845965350476303,1.5707963267948966,-0.1759930620370502,-0.0860000000000003,9.495814468817523,9.548,-1.3483035288381056e-05,541.7713603183297,9.494444444444444,0.001883749763662693,0.010000000000001563,0.6180555555555556,J04464044-6711098ne,-0.03333333333333333,0.009057398630858379,0.005792522380200076,15.264827560160207,0.0005849493183550367,0.1514291018468344,1.705872270637772,0.02000000000000135,0.02800000000000047,0.1318425456535523,-0.8721946241902153,0.00012735999916912988,3.1238284009443578,0.01788515747833079,0.15949596135597455,0.7548403843707275,1.0,0.11037671805009766,1.5436142650752516,1.8861152723915589,1.289248841273866,nan,nan,nan
